job_id,worker_wallet,amount_sol,old_tx_signature
0364dd30,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,4u5a7Fa31Aw9LMHrTjCgBDBmpM94LfPUXiY7FoXYRzRvrjN9FvaGj6m9NqiUZLYG438AkvCs2YqyJ6LDACykQk7H
2eb3f0f2,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,PqovhefJi5o5tZDoScrVuYxWTsdFseEWdDSVrewtnNFhYrNcoeFvGVkZZ4fbFeX2fYcQ4RjvKRpcRYaK5d8M71d
9cadab6b,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
355a37b2,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
6e5e946e,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
94ae1d6a,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
0b77438f,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
515c9376,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
2c0f2d3b,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,3taWk2nb5z3ueETYamUbBEdnuQXJP1XyPDnKEJbVTtXAiNdDroceaBGfVH7gigU89oeKvAbwwXn2TCNDrjHnVFSo
634eb8e4,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,S9vHADam8Ld2666e3A81tF12SRQeKrBaLjYDNWMgLHzUJEWvkRm61FafEavaXHpt9L8xqusP85ntq8df6zwNLHw
e975ebb6,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
b4dc7f14,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
aa399dfb,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,4KHK79eRomd2ukpX6jETzAVM25Uh92Q4d3nPTZ67n6Shd6GjqAhReEy9L9HEKXVDVZ49i6te53RUvxRJ2fFhzQtH
fef92ff4,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
e852e046,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
457596a7,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
e532bab1,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,2NFLxcoepNCmgCULzwZixRxxXNBEoZQkfnrNxJvwFSjT9VKSq6aHHcd2PECDe4E9GUGXkP5tWXKgJ4wfEMsLUK2Q
99250d5a,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,C6TUVfCiuDti84RzSjHzek5m3VceJFnVvjKnQ2CrE8b6UFMi1TxzwBjvbFdKfAXSGrYPteqaSwMcChHuG32RjQX
a3cd830d,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
a3f8ab9e,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
37906b84,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
fb4357f8,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
b37db242,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
7010e49f,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
c7ed43b3,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
6cceb977,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,3thxVVXfUMvpEvin5x1P2qi9dCK5nTtsu1DVMP5uJwjyDUtyLpZojfP1m8eqUhqTThK2Vk7vBNotqoA5LkuT6a26
4d93039d,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,gjSrkW65Jws5PQsPQYf9F4cG3LrdMQLoSostx1AQCSn6wR8azX15saWiM2TEW5198Tyzu12ryUY8CGj4msoTnTU
7edb599b,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
cd99ecd2,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
6d8aa247,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,3ABiKeEHXBwPMLBMumZ8TTMZ4qmuhpcPwdpKH3Jayr8W5jXB9B6TX5UtD2a4YxfFdcboUUh27ZQkAVef8NBitiDC
b3cd2ed1,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
d02b98ae,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,2ZHgyyQbdwAghpXQfNQqngAnVMgFicY9LXEQXcW4VVtyFv3Wjvsq2hLVhvPMc7WprgHM4EZoDQ5Low4fYY3msv7Z
3581b57c,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,5YgkHgyg4BNQ1t5UkdsQXE7Bs9i1VwW4f7p6EQ1KSg1QmYoqtbi3oWasE38RFRmceFhpUekh39Eru7u2vQB5kLDg
7e530abe,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
26e355eb,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,2YJB7KfThVPw1JAnkx6JQ6VgcS8Q6tCvcnvkBX3uGg5NVwYDFJyU8WpvfBPkvUS1L6P5BYYMHS4uCccoAHrE5135
31c9dbf5,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,5x96dxYjNMhqCyNmSwWr4CvsmPLpKJrdTrVTTgmYGMGnPuyP3B5iVZnnw3R7Ym29sCwhcr3FYAfeZwgwjLRSgwmN
c4f0b2f0,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
8abc2687,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
90bfbbf4,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,3yKYTPXVHNvx2zyGuAXN7WD8eYYTYM32JqtEH5AYWtmnL9z2AVYzH5LY4S5icVKp4QRUhpkukDHWtPKnAGpG5Kdc
8e4b7ce0,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
3ece780c,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
c5ab1b85,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
bf95033a,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
69fa1dbc,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,1wHyP47YWoiDWuUYhkWxVTNPEeXUg4ybJCndDKmQguoi2DZpd3LFYr3EBVyvGrZmvEK42TpRTg2F7R5DXp45ce8
de5e4634,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
66b43e9e,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
1bd3432e,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
9126f6f5,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
49eda130,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
4ec347b1,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
3e338ff5,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,3yGzfPinUrLEzbzsxb6KDfd3FN8SjKyKc8FjkHyG3hYLZsXue9JpiXSKrkN6z59AoqrbyFwVrUDpywNPzMRakgZ3
194bee6e,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
faf41ef3,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,4YkfySJHYc3DHrw9LXhwdHQzKYxy7ABBUXprHsTLUpDmCeXxZE1zpnXyfuyk9AyzKMiWfZjgGQ7sFgd72EVRwSBA
d08f0b4b,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,6L6z3PYcZ1MtkgaKQv3Y28dSno4Mum9QGjR7cV19RNif311aW5Yx6wLyErqsVvXwt1Nfdp63cEzDj9YTL2v1dwC
4bed96d9,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
8a8fab6e,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
d67ca220,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,4LHTzGpaJwZLsF6NuU4XUibZYLRdfhNzSg9BWNZnJyyFDhpwTCaTLF47nPJw7ouSFxfLUQvHWnY8k2AxSryz1KF7
1f8fb7b1,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
b2ad8749,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
e7c79bcb,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
2d40029d,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
01334915,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
0d9579a4,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,QCwEyk5uYPfo5NChxTBTaNUqXkMoNoLfRATvFyMVTfWvxMJnXXEjoZxXB9C86trNVJcT6ZYjSuztzxecxQ7HsC7
6c4febb9,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,5kKaSDCsLV9mV1r5suBm5MRzC1hCRM55N3x73ovS1VNbPq9QxGbegGEwpBP6nWFRbuCuhtmcCrMa1zh6DT29BQaX
5a9d05fd,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
58a969a6,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
8cec3313,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
5df00d31,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
ae5eb0cb,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
e4de56fb,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
88ac60dc,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
55b739fc,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
6c0a19ae,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
4d23a5b0,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,him4XeMwFzks5axk3QBgbapYpQaSaxqKdMt2a7iVVVzeCAWZHbgJ5tRgUwmR32diD8v6sHqaPyxeMyRBgXxjPLa
20c8691c,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
ae163cdf,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
7c4e3882,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
4be25195,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
9d154391,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
945bffd6,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
165cd51f,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
b298679d,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,3ekXxdbaXsMbzQQwKJtWNAG22ZJVXGqNJpV4S3Ccx3ZwDH5z32jNyQNLzAhoRdwErkjAFUatBvDSZbrkmn9VfWv9
d2d8fdbc,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,4P4hRggGUWe2vDYtCyqbuPDYGR8Bwa4wq1CU5Cm6hekQTe7YySSUkaquX9HaHMjUjeDwNcLbBdRJHcetCsiVmt3k
f5c839ae,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
ecc4191c,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
fda21bc7,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
0016a749,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
19b41aff,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
197f1bce,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
befca0d3,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,5GiVLumdw5BygE8jkGQVW3668L3QkkMR3138VyTsnp9s8AeUcDi9tzcGGcSX399sZ1uStBFXSYJhvgsmwDEm67oN
4af9f5a0,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,29Z38uVxwN7u36Y8R1YBNBuhJHG6EEo7Ca9HAsPp7uKGXAw9rB1H7PDJvR2RhKEr8Y2TVcE5yLyCK9kTb1RJpcHE
1bd7bb38,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
626ae798,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
bcfcf2e5,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
298605ed,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
d98a53b5,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,5p1ryRbg8kkdabbxxyCpFEnb5cKEP8D5gAdmF2MWRag8timyWAggwcXosttXLMYVMJjfgqrwnQ4EmRRvAgQhrHJX
dad1e256,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,2aiK6hA5PMZqoAGVgFcRGEpCXQ1aCz4i9KC1pMmV8xNfafm93frgts8BX3PuKryPCkBUGfEXNLF1c56z5zavFbbe
c3035898,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
902525b2,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
bd93fde2,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
e8707b38,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
0b410213,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
6ae89a73,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,3ixQeJHEacdovCZWJgbsnCLnrgFxMrupEmJadABvfz85mfDtSBUV2vKL7q1wSg99fhmAinLFqMVFsCBtboudRfjs
82d47f4b,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
570cd70b,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
d98a93d3,FpFtUESU6Rvy7uS85sLDg7iayjczrsFNJa4Q2dFV8z6q,0.0009000000000000001,FAILED_TX
